Year,ISO Alpha-2 Country code,Country name,Suspended parliament,Structure of parliament,Region,Structure & status of parliament,Chamber name (translated),Political system,Statutory number of members per country,Parliament name,Parliamentary term (years),IPU membership,Affiliation periods,Statutory number of members,Current number of members,Men,Women,Percentage of women,Population (in thousands),Gender quota,Election date(s)
2020,ID,Indonesia,No,Unicameral,Asia,Lower chamber,House of Representatives,Presidential system,575,Dewan Perwakilan Rakyat (House of Representatives),5,Yes,"from 1922 to 1938
from 1952",575,575,454,121,21,258162,Yes,4/17/19
2020,IR,Iran (Islamic Republic of),No,Unicameral,Asia,Lower chamber,Islamic Parliament of Iran,Presidential-Parliamentary,290,Majles Shoraye Eslami (Islamic Parliament of Iran),4,Yes,"from 1930 to 1938
from 1949 to 1978
from 1981",290,286,,16,5.6,79360,No,2020-02-21 to 2020-09-11
2020,IQ,Iraq,No,Unicameral,Middle East and North Africa,Lower chamber,Council of Representatives of Iraq,Parliamentary system,329,Council of Representatives of Iraq,4,Yes,"from 1947 to 1962
from 1980 to 2002
from 2008",329,329,242,87,26.4,36116,Yes,5/12/18
2020,IE,Ireland,No,Bicameral,Europe,Upper chamber,Senate,Parliamentary system,220,Oireachtas (Parliament),5,Yes,from 1923,60,60,36,24,40,4700,No,2020-03-30 to 2020-03-31
2020,IE,Ireland,No,Bicameral,Europe,Lower chamber,House of Representatives,Parliamentary system,220,Oireachtas (Parliament),5,Yes,from 1923,160,160,124,36,22.5,4700,Yes,2/8/20
2020,IL,Israel,No,Unicameral,Middle East and North Africa,Lower chamber,Parliament,Parliamentary system,120,Knesset (Parliament),4,Yes,from 1950,120,120,88,32,26.7,8065,Yes,3/2/20
2020,IT,Italy,No,Bicameral,Europe,Upper chamber,Senate,Parliamentary system,951,Il Parlamento (Parliament),5,Yes,from 1889,321,320,210,110,34.4,59504,Yes,3/4/18
2020,IT,Italy,No,Bicameral,Europe,Lower chamber,Chamber of Deputies,Parliamentary system,951,Il Parlamento (Parliament),5,Yes,from 1889,630,630,405,225,35.7,59504,Yes,3/4/18
2020,JM,Jamaica,No,Bicameral,Americas,Lower chamber,House of Representatives,Parliamentary system,84,Parliament,5,No,"from 1983 to 1996
from 2024",63,63,45,18,28.6,2872,No,9/3/20
2020,JM,Jamaica,No,Bicameral,Americas,Upper chamber,Senate,Parliamentary system,84,Parliament,5,No,"from 1983 to 1996
from 2024",21,21,13,8,38.1,2872,No,9/15/20
2020,JP,Japan,No,Bicameral,Asia,Lower chamber,House of Representatives,Parliamentary system,713,Kokkai (National Diet),4,Yes,"from 1908 to 1938
from 1952",465,464,418,46,9.9,127975,No,10/22/17
2020,JP,Japan,No,Bicameral,Asia,Upper chamber,House of Councillors,Parliamentary system,713,Kokkai (National Diet),6,Yes,"from 1908 to 1938
from 1952",248,244,188,56,23,127975,No,7/21/19
2020,JO,Jordan,No,Bicameral,Middle East and North Africa,Upper chamber,Senate,Monarchy,195,Majlis Al-Umma (National Assembly),4,Yes,from 1964,65,65,57,8,12.3,9159,No,9/27/20
2020,JO,Jordan,No,Bicameral,Middle East and North Africa,Lower chamber,House of Representatives,Monarchy,195,Majlis Al-Umma (National Assembly),4,Yes,from 1964,130,130,115,15,11.5,9159,No,9/20/16
2020,KZ,Kazakhstan,No,Bicameral,Asia,Upper chamber,Senate,Presidential-Parliamentary,156,Parlament (Parliament),6,Yes,from 1993,49,48,39,9,18.8,17750,No,8/12/20
2020,KZ,Kazakhstan,No,Bicameral,Asia,Lower chamber,House of Representatives,Presidential-Parliamentary,156,Parlament (Parliament),5,Yes,from 1993,107,107,,29,27.1,17750,Yes,3/20/16
2020,KE,Kenya,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Presidential system,418,Parliament of Kenya,5,Yes,from 1977,68,66,45,21,31.8,47236,Yes,8/8/17
2020,KE,Kenya,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential system,418,Parliament of Kenya,5,Yes,from 1977,350,347,272,75,21.6,47236,Yes,8/8/17
2020,KI,Kiribati,No,Unicameral,Pacific,Lower chamber,House of Assembly,Parliamentary system,45,Maneaba Ni Maungatabu (House of Assembly),4,No,Not applicable,45,45,42,3,6.7,112,No,2020-04-14 to 2020-04-22
2020,KW,Kuwait,No,Unicameral,Middle East and North Africa,Lower chamber,National Assembly,Monarchy,65,Majles Al-Ommah (National Assembly),4,Yes,"from 1964 to 1975
from 1981 to 1985
from 1992",65,65,64,1,1.5,3936,No,11/26/16
2020,KG,Kyrgyzstan,No,Unicameral,Asia,Lower chamber,Supreme Council,Presidential-Parliamentary,120,Jogorku Kenesh (Supreme Council),5,Yes,from 1996,120,117,97,20,17.1,5865,No,10/4/20
2020,LA,Lao People's Democratic Republic,No,Unicameral,Asia,Lower chamber,National Assembly,Communist system,149,Sapha Heng Xat (National Assembly),5,Yes,"from 1956 to 1974
from 1990",149,149,,41,27.5,6664,No,3/20/16
2020,LV,Latvia,No,Unicameral,Europe,Lower chamber,Parliament,Parliamentary system,100,Saeima (Parliament),4,Yes,"from 1923 to 1935
from 1991",100,100,71,29,29,1993,No,10/6/18
2020,LB,Lebanon,No,Unicameral,Middle East and North Africa,Lower chamber,National Assembly,Presidential-Parliamentary,128,Majlis Al-Nuwwab (National Assembly),4,Yes,from 1948,128,128,,6,4.7,5851,No,5/6/18
2020,LS,Lesotho,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Parliamentary system,155,Parliament,5,Yes,from 2008,33,33,26,7,21.2,2175,No,7/11/17
2020,LS,Lesotho,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Parliamentary system,155,Parliament,5,Yes,from 2008,122,120,92,28,23.3,2175,Yes,6/3/17
2020,LR,Liberia,No,Bicameral,Sub-Saharan Africa,Upper chamber,The Liberian Senate,Presidential system,103,Legislature,9,No,"1889
from 1955 to 1979
from 1986 to 1989
from 1991 to 1994
from 1999 to 2002
from 2004 to 2010
from 2023",30,30,29,1,3.3,4500,No,12/20/14
2020,LR,Liberia,No,Bicameral,Sub-Saharan Africa,Lower chamber,House of Representatives,Presidential system,103,Legislature,6,No,"1889
from 1955 to 1979
from 1986 to 1989
from 1991 to 1994
from 1999 to 2002
from 2004 to 2010
from 2023",73,73,65,8,11,4500,No,10/10/17
2020,LY,Libya,No,Unicameral,Middle East and North Africa,Lower chamber,House of Representatives,Transitional system,200,,,Yes,"from 1958 to 1969
from 1989",200,188,,30,16,6235,Yes,6/25/14
2020,LI,Liechtenstein,No,Unicameral,Europe,Lower chamber,Diet,Parliamentary system,25,Landtag (Diet),4,Yes,from 2000,25,25,,3,12,37,No,2/5/17
2020,LT,Lithuania,No,Unicameral,Europe,Lower chamber,Parliament,Presidential-Parliamentary,141,Seimas (Parliament),4,Yes,"from 1923 to 1927
from 1991",141,141,102,39,27.7,2932,Yes,2020-10-11 to 2020-10-25
2020,LU,Luxembourg,No,Unicameral,Europe,Lower chamber,Chamber of Deputies,Parliamentary system,60,Chambre des députés (Chamber of Deputies),5,Yes,from 1936,60,60,41,19,31.7,567,Yes,10/14/18
2020,MG,Madagascar,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,169,-,5,Yes,"from 1978 to 1990
from 2005 to 2008
from 2014",151,151,124,27,17.9,24234,No,5/27/19
2020,MG,Madagascar,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Presidential-Parliamentary,169,-,5,Yes,"from 1978 to 1990
from 2005 to 2008
from 2014",18,18,16,2,11.1,24234,No,12/29/15
2020,MW,Malawi,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential system,193,National Assembly,5,Yes,"from 1968 to 2002
from 2010",193,192,148,44,22.9,17574,Yes,5/21/19
2020,MY,Malaysia,No,Bicameral,Asia,Lower chamber,House of Representatives,Parliamentary system,293,Parlimen (Parliament),5,Yes,from 1967,223,222,189,33,14.9,30723,Yes,5/9/18
2020,MV,Maldives,No,Unicameral,Asia,Lower chamber,People's Majlis,Presidential system,,Majlis (People's Majlis),5,Yes,from 2005,87,87,83,4,4.6,418,No,4/6/19
2020,ML,Mali,No,Unicameral,Sub-Saharan Africa,Lower chamber,Transitional National Council,Transitional system,121,Conseil national de transition (Transitional National Council),,Yes,"from 1966 to 1969
from 1981 to 1990
from 1992",121,121,88,33,27.3,17468,Yes,2020-03-29 to 2020-04-19
2020,MT,Malta,No,Unicameral,Europe,Lower chamber,House of Representatives,Parliamentary system,65,Il-Kamra Tad-Deputati (House of Representatives),5,Yes,from 1988,65,67,58,9,13.4,428,Yes,6/3/17
2020,MH,Marshall Islands,No,Unicameral,Pacific,Lower chamber,Parliament,Presidential system,33,Nitijela (Parliament),4,Yes,"from 1993 to 2002
from 2018",33,33,31,2,6.1,53,No,11/18/19
2020,MR,Mauritania,No,Unicameral,Middle East and North Africa,Lower chamber,National Assembly,Presidential-Parliamentary,213,Barlamane (Parliament),5,Yes,"from 1966 to 1977
from 1994 to 2004
from 2008",157,153,122,31,20.3,4182,Yes,2018-09-01 to 2018-09-15
2020,MU,Mauritius,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Parliamentary system,70,National Assembly - Assemblée nationale,5,Yes,from 1996,70,70,56,14,20,1259,No,11/7/19
2020,MX,Mexico,No,Bicameral,Americas,Lower chamber,Chamber of Deputies,Presidential system,628,Congreso de la Unión (Congress of the Union),3,Yes,"from 1925 to 1927
from 1973",500,500,259,241,48.2,125891,Yes,7/1/18
2020,MX,Mexico,No,Bicameral,Americas,Upper chamber,Senate,Presidential system,628,Congreso de la Unión (Congress of the Union),6,Yes,"from 1925 to 1927
from 1973",128,128,,63,49.2,125891,Yes,7/1/18
2020,FM,Micronesia (Federated States of),No,Unicameral,Pacific,Lower chamber,Congress,Presidential system,14,Congress,2,Yes,from 2011,14,14,14,0,0,104,No,3/5/19
2020,MC,Monaco,No,Unicameral,Europe,Lower chamber,National Council,Parliamentary system,24,Conseil national (National Council),5,Yes,from 1948,24,24,,8,33.3,38,No,2/11/18
2020,MN,Mongolia,No,Unicameral,Asia,Lower chamber,State Great Hural,Parliamentary system,76,Ulsiin Ih Hural (State Great Hural),4,Yes,from 1962,76,75,62,13,17.3,3288,Yes,6/24/20
2020,ME,Montenegro,No,Unicameral,Europe,Lower chamber,Parliament,Presidential-Parliamentary,81,Skupstina (Parliament),4,Yes,from 2006,81,81,61,20,24.7,604,Yes,8/30/20
2020,MA,Morocco,No,Bicameral,Middle East and North Africa,Upper chamber,House of Councillors,Monarchy,515,Barlaman (Parliament),6,Yes,"1964
from 1971 to 1972
from 1978",120,120,,14,11.7,34803,,10/2/15
2020,MA,Morocco,No,Bicameral,Middle East and North Africa,Lower chamber,House of Representatives,Monarchy,515,Barlaman (Parliament),5,Yes,"1964
from 1971 to 1972
from 1978",395,395,,81,20.5,34803,Yes,10/7/16
2020,MZ,Mozambique,No,Unicameral,Sub-Saharan Africa,Lower chamber,Assembly of the Republic,Presidential-Parliamentary,250,Assembleia da Republica (Assembly of the Republic),5,Yes,from 1979,250,250,144,106,42.4,28011,Yes,10/15/19
2020,MM,Myanmar,No,Bicameral,Asia,Upper chamber,House of Nationalities,Presidential-Parliamentary,664,Pyidaungsu Hluttaw (Assembly of the Union),5,Yes,"from 1948 to 1962
from 2012 to 2022
from 2022",224,216,185,31,14.4,52404,No,11/8/15
2020,MM,Myanmar,No,Bicameral,Asia,Lower chamber,House of Representatives,Presidential-Parliamentary,664,Pyidaungsu Hluttaw (Assembly of the Union),5,Yes,"from 1948 to 1962
from 2012 to 2022
from 2022",440,425,360,65,15.3,52404,No,11/8/15
2020,NA,Namibia,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,146,Parliament,5,Yes,from 1990,104,104,58,46,44.2,2426,Yes,11/27/19
2020,NA,Namibia,No,Bicameral,Sub-Saharan Africa,Upper chamber,National Council,Presidential-Parliamentary,146,Parliament,5,Yes,from 1990,42,42,36,6,14.3,2426,Yes,12/8/15
2020,NR,Nauru,No,Unicameral,Pacific,Lower chamber,Parliament,Presidential-Parliamentary,19,Parliament,3,No,Not applicable,19,19,17,2,10.5,11,No,8/24/19
2020,NP,Nepal,No,Bicameral,Asia,Upper chamber,National Assembly,Parliamentary system,334,Sanghiya Sansad (Federal Parliament),6,Yes,from 1967,59,58,36,22,37.9,28656,Yes,1/23/20
2020,NP,Nepal,No,Bicameral,Asia,Lower chamber,House of Representatives,Parliamentary system,334,Sanghiya Sansad (Federal Parliament),5,Yes,from 1967,275,275,,90,32.7,28656,Yes,2017-11-26 to 2017-12-07
2020,NL,Netherlands,No,Bicameral,Europe,Lower chamber,House of Representatives,Parliamentary system,225,Staten-Generaal (States General),4,Yes,from 1890,150,150,100,50,33.3,16938,Yes,3/15/17
2020,NL,Netherlands,No,Bicameral,Europe,Upper chamber,Senate,Parliamentary system,225,Staten-Generaal (States General),4,Yes,from 1890,75,75,46,29,38.7,16938,Yes,5/27/19
2020,NZ,New Zealand,No,Unicameral,Pacific,Lower chamber,House of Representatives,Parliamentary system,120,House of Representatives,3,Yes,from 1959,120,120,62,58,48.3,4615,Yes,10/17/20
2020,NI,Nicaragua,No,Unicameral,Americas,Lower chamber,National Assembly,Presidential system,92,Asamblea Nacional (National Assembly),5,Yes,"from 1965 to 1978
from 1981",92,91,47,44,48.4,6082,Yes,11/6/16
2020,NE,Niger,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,171,Assemblée nationale (National Assembly),5,Yes,"from 1966 to 1973
1990
from 1993 to 1995
from 1997 to 1998
from 2000 to 2008
from 2011",171,166,123,43,25.9,19897,Yes,2016-02-21 to 2016-02-22
2020,NG,Nigeria,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Presidential system,469,National Assembly,4,Yes,"from 1961 to 1965
from 1980 to 1983
1993
from 1999",109,109,101,8,7.3,181182,No,2/23/19
2020,NG,Nigeria,No,Bicameral,Sub-Saharan Africa,Lower chamber,House of Representatives,Presidential system,469,National Assembly,4,Yes,"from 1961 to 1965
from 1980 to 1983
1993
from 1999",360,360,347,13,3.6,181182,No,2/23/19
2020,MK,North Macedonia,No,Unicameral,Europe,Lower chamber,Assembly of the Republic,Parliamentary system,123,Sobranie (Assembly of the Republic),4,Yes,from 1994,123,120,73,47,39.2,2079,Yes,7/15/20
2020,NO,Norway,No,Unicameral,Europe,Lower chamber,Parliament,Parliamentary system,169,Stortinget (Parliament),4,Yes,from 1890,169,169,94,75,44.4,5200,Yes,9/11/17
2020,OM,Oman,No,Bicameral,Middle East and North Africa,Lower chamber,Shura Council,Monarchy,172,Majles,4,Yes,from 2008,86,86,84,2,2.3,4200,No,10/27/19
2020,OM,Oman,No,Bicameral,Middle East and North Africa,Upper chamber,State Council,Monarchy,172,Majles,4,Yes,from 2008,86,86,71,15,17.4,4200,No,11/7/19
2020,PK,Pakistan,No,Bicameral,Asia,Lower chamber,National Assembly,Parliamentary system,446,Majlis-E-Shoora (Parliament),5,Yes,"from 1948 to 1969
from 1974 to 1977
from 1985 to 1999
from 2003",342,342,273,69,20.2,189381,No,7/25/18
2020,PK,Pakistan,No,Bicameral,Asia,Upper chamber,Senate,Parliamentary system,446,Majlis-E-Shoora (Parliament),6,Yes,"from 1948 to 1969
from 1974 to 1977
from 1985 to 1999
from 2003",104,104,,20,19.2,189381,No,3/3/18
2020,PW,Palau,No,Bicameral,Pacific,Upper chamber,Senate,Presidential system,29,Olbiil Era Kelulau (National Congress),4,Yes,from 2006,13,13,12,1,7.7,21,,11/1/16
2020,PW,Palau,No,Bicameral,Pacific,Lower chamber,House of Delegates,Presidential system,29,Olbiil Era Kelulau (National Congress),4,Yes,from 2006,16,16,15,1,6.3,21,No,11/1/16
2020,PA,Panama,No,Unicameral,Americas,Lower chamber,National Assembly,Presidential system,71,Asamblea Nacional (National Assembly),5,Yes,"from 1925 to 1935
from 1958 to 1969
from 1976",71,70,55,16,22.9,3969,Yes,5/5/19
2020,PG,Papua New Guinea,No,Unicameral,Pacific,Lower chamber,National Parliament,Parliamentary system,111,National Parliament,5,Yes,"from 1985 to 2019
from 2019",111,111,,0,0,7920,No,2017-06-24 to 2017-07-08
2020,PY,Paraguay,No,Bicameral,Americas,Lower chamber,Chamber of Deputies,Presidential system,125,Congreso (Congress),5,Yes,"from 1958 to 2002
from 2006",80,80,68,12,15,6639,Yes,4/22/18
2020,PY,Paraguay,No,Bicameral,Americas,Upper chamber,Senate,Presidential system,125,Congreso (Congress),5,Yes,"from 1958 to 2002
from 2006",45,45,37,8,17.8,6639,Yes,4/22/18
2020,PE,Peru,No,Unicameral,Americas,Lower chamber,Congress of the Republic,Presidential system,130,Congreso de la República (Congress of the Republic),5,Yes,"from 1925 to 1927
from 1956 to 1969
from 1983",130,130,96,34,26.2,31377,Yes,1/26/20
2020,PH,Philippines,No,Bicameral,Asia,Lower chamber,House of Representatives,Presidential system,328,Kongreso (Congress),3,Yes,"from 1925 to 1937
from 1947 to 1972
from 1979 to 1985
from 1987",304,304,219,85,28,101716,Yes,5/13/19
2020,PH,Philippines,No,Bicameral,Asia,Upper chamber,Senate,Presidential system,328,Kongreso (Congress),6,Yes,"from 1925 to 1937
from 1947 to 1972
from 1979 to 1985
from 1987",24,24,17,7,29.2,101716,Yes,5/13/19
2020,PL,Poland,No,Bicameral,Europe,Lower chamber,Sejm,Presidential-Parliamentary,560,,4,Yes,"from 1921 to 1949
from 1955",460,459,329,130,28.3,38265,Yes,10/13/19
2020,PL,Poland,No,Bicameral,Europe,Upper chamber,Senate,Presidential-Parliamentary,560,,4,Yes,"from 1921 to 1949
from 1955",100,100,76,24,24,38265,Yes,10/13/19
2020,PT,Portugal,No,Unicameral,Europe,Lower chamber,Assembly of the Republic,Parliamentary system,230,Assembleia da Republica (Assembly of the Republic),4,Yes,"from 1891 to 1926
from 1976",230,230,138,92,40,10418,Yes,10/6/19
2020,QA,Qatar,No,Unicameral,Middle East and North Africa,Lower chamber,Shura Council,Monarchy,41,Majlis Al-Shura (Shura Council),4,Yes,from 2006,41,41,,4,9.8,2482,No,6/17/16
2020,KR,Republic of Korea,No,Unicameral,Asia,Lower chamber,National Assembly,Presidential system,300,Kuk Hoe (National Assembly),4,Yes,from 1964,300,300,243,57,19,50594,Yes,4/15/20
2020,MD,Republic of Moldova,No,Unicameral,Europe,Lower chamber,Parliament,Parliamentary system,101,Parlament (Parliament),4,Yes,from 1992,101,101,76,25,24.8,4066,Yes,2/24/19
2020,RO,Romania,No,Bicameral,Europe,Lower chamber,Chamber of Deputies,Presidential-Parliamentary,466,Parlamentul României (Parliament of Romania),4,Yes,"from 1891 to 1949
from 1954",330,329,268,61,18.5,19877,Yes,12/11/16
2020,RO,Romania,No,Bicameral,Europe,Upper chamber,Senate,Presidential-Parliamentary,466,Parlamentul României (Parliament of Romania),4,Yes,"from 1891 to 1949
from 1954",136,136,111,25,18.4,19877,Yes,12/11/16
2020,RU,Russian Federation,No,Bicameral,Europe,Lower chamber,State Duma,Presidential-Parliamentary,620,Federalnoye Sobraniye (Federal Assembly),5,Yes,"from 1906 to 1913
from 1955",450,450,379,71,15.8,143888,No,9/18/16
2020,RW,Rwanda,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Presidential-Parliamentary,106,Parliament (Parlement),5,Yes,"from 1971 to 1972
from 1982 to 1993
from 1995",26,26,16,10,38.5,11630,Yes,2019-09-16 to 2019-09-18
2020,RW,Rwanda,No,Bicameral,Sub-Saharan Africa,Lower chamber,Chamber of Deputies,Presidential-Parliamentary,106,Parliament (Parlement),5,Yes,"from 1971 to 1972
from 1982 to 1993
from 1995",80,80,31,49,61.3,11630,Yes,9/3/18
2020,KN,Saint Kitts and Nevis,No,Unicameral,Americas,Lower chamber,National Assembly,Parliamentary system,16,National Assembly,5,No,Not applicable,16,16,12,4,25,54,No,6/5/20
2020,LC,Saint Lucia,No,Bicameral,Americas,Upper chamber,Senate,Parliamentary system,29,Houses of Parliament,5,Yes,from 2018,11,11,,3,27.3,177,No,7/12/16
2020,LC,Saint Lucia,No,Bicameral,Americas,Lower chamber,House of Assembly,Parliamentary system,29,Houses of Parliament,5,Yes,from 2018,18,18,,3,16.7,177,No,6/6/16
2020,VC,Saint Vincent and the Grenadines,No,Unicameral,Americas,Lower chamber,House of Assembly,Parliamentary system,22,House of Assembly,5,Yes,from 2019,22,22,18,4,18.2,109,No,11/5/20
2020,WS,Samoa,No,Unicameral,Pacific,Lower chamber,Legislative Assembly,Parliamentary system,50,Fono (Legislative Assembly),5,Yes,from 2000,50,50,,5,10,194,Yes,3/4/16
2020,SM,San Marino,No,Unicameral,Europe,Lower chamber,Great and General Council,Parliamentary system,60,Consiglio grande e generale (Great and General Council),5,Yes,from 1989,60,60,40,20,33.3,33,Yes,12/8/19
2020,ST,Sao Tome and Principe,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,55,Assembleia Nacional (National Assembly),4,Yes,from 2000,55,55,42,13,23.6,196,Yes,10/7/18
2020,SA,Saudi Arabia,No,Unicameral,Middle East and North Africa,Lower chamber,Shura Council,Monarchy,151,Majlis Ash-Shura (Shura Council),4,Yes,from 2003,151,151,121,30,19.9,31557,Yes,10/20/20
2020,SN,Senegal,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,165,Assemblée nationale (National Assembly),5,Yes,from 1963,165,165,94,71,43,14977,Yes,7/30/17
2020,RS,Serbia,No,Unicameral,Europe,Lower chamber,National Assembly,Parliamentary system,250,Narodna skupstina (National Assembly),4,Yes,from 1891,250,250,152,98,39.2,8851,Yes,6/21/20
2020,SC,Seychelles,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,35,National Assembly,5,Yes,from 2010,35,35,27,8,22.9,94,No,2020-10-22 to 2020-10-24
2020,SL,Sierra Leone,No,Unicameral,Sub-Saharan Africa,Lower chamber,Parliament,Presidential system,146,Parliament,5,Yes,"from 1963 to 1966
from 1969 to 1981
from 2008",146,146,128,18,12.3,7237,,3/7/18
2020,SG,Singapore,No,Unicameral,Asia,Lower chamber,Parliament,Presidential-Parliamentary,104,Parliament,5,Yes,from 1967,104,95,67,28,29.5,5535,No,7/10/20
2020,SK,Slovakia,No,Unicameral,Europe,Lower chamber,National Council,Parliamentary system,150,Narodna rada Slovenskej republiky (National Council),4,Yes,from 1993,150,150,116,34,22.7,5439,Yes,2/29/20
2020,SI,Slovenia,No,Bicameral,Europe,Upper chamber,National Council,Parliamentary system,130,,5,Yes,from 1993,40,40,36,4,10,2075,No,2017-11-22 to 2017-11-23
2020,SI,Slovenia,No,Bicameral,Europe,Lower chamber,National Assembly,Parliamentary system,130,,4,Yes,from 1993,90,90,66,24,26.7,2075,Yes,6/3/18
2020,SB,Solomon Islands,No,Unicameral,Pacific,Lower chamber,National Parliament,Parliamentary system,50,National Parliament,4,No,Not applicable,50,50,46,4,8,587,Yes,4/3/19
2020,SO,Somalia,No,Bicameral,Sub-Saharan Africa,Lower chamber,House of the People,Presidential-Parliamentary,329,Federal Parliament,4,Yes,"from 1963 to 1969
from 1980 to 1990
from 2006 to 2008
from 2013",275,275,208,67,24.4,13908,No,2016-10-23 to 2017-02-07
2020,SO,Somalia,No,Bicameral,Sub-Saharan Africa,Upper chamber,Upper House,Presidential-Parliamentary,329,Federal Parliament,4,Yes,"from 1963 to 1969
from 1980 to 1990
from 2006 to 2008
from 2013",54,54,,13,24.1,13908,No,2016-10-23 to 2017-02-07
2020,ZA,South Africa,No,Bicameral,Sub-Saharan Africa,Upper chamber,National Council of Provinces,Parliamentary system,490,Parliament,5,Yes,from 1994,90,53,31,22,41.5,55291,No,5/23/19
2020,ZA,South Africa,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Parliamentary system,490,Parliament,5,Yes,from 1994,400,397,215,182,45.8,55291,Yes,5/8/19
2020,SS,South Sudan,No,Bicameral,Sub-Saharan Africa,Lower chamber,Transitional National Legislative Assembly,Transitional system,450,National Legislature (Législature nationale),,Yes,from 2012,400,383,,109,28.5,11882,Yes,8/4/16
2020,SS,South Sudan,No,Bicameral,Sub-Saharan Africa,Upper chamber,Council of States,Transitional system,450,National Legislature (Législature nationale),,Yes,from 2012,50,50,,6,12,11882,Yes,8/5/11
2020,ES,Spain,No,Bicameral,Europe,Lower chamber,Congress of Deputies,Parliamentary system,615,Las Cortes Generales (The Cortes),4,Yes,from 1889,350,350,196,154,44,46398,Yes,11/10/19
2020,ES,Spain,No,Bicameral,Europe,Upper chamber,Senate,Parliamentary system,615,Las Cortes Generales (The Cortes),4,Yes,from 1889,265,265,157,108,40.8,46398,Yes,11/10/19
2020,LK,Sri Lanka,No,Unicameral,Asia,Lower chamber,Parliament,Presidential-Parliamentary,225,Parliament,6,Yes,from 1949,225,223,211,12,5.4,20714,No,8/5/20
2020,SD,Sudan,Yes,Bicameral,Middle East and North Africa,Lower chamber,National Assembly,Presidential-Parliamentary,482,The National Legislature,5,Yes,"from 1955 to 1962
from 1966 to 1969
from 1973 to 1984
from 1987 to 1988
from 1992 to 1999
from 2001 to 2021",426,481,348,133,27.7,38648,Yes,2015-04-13 to 2015-04-16
2020,SD,Sudan,Yes,Bicameral,Middle East and North Africa,Upper chamber,Council of States,Presidential-Parliamentary,482,The National Legislature,5,Yes,"from 1955 to 1962
from 1966 to 1969
from 1973 to 1984
from 1987 to 1988
from 1992 to 1999
from 2001 to 2021",56,71,52,19,26.8,38648,No,6/1/15
2020,SR,Suriname,No,Unicameral,Americas,Lower chamber,National Assembly,Presidential system,51,Nationale Assemblee (National Assembly),5,Yes,"1979
from 1988",51,51,36,15,29.4,553,No,5/25/20
2020,SE,Sweden,No,Unicameral,Europe,Lower chamber,Parliament,Parliamentary system,349,Riksdagen (Parliament),4,Yes,from 1890,349,349,185,164,47,9764,Yes,9/9/18
2020,CH,Switzerland,No,Bicameral,Europe,Upper chamber,Council of States,Parliamentary system,246,Bundesversammlung - Assemblée fédérale - Assemblea federale (Federal Assembly),4,Yes,from 1891,46,46,34,12,26.1,8320,Yes,2019-10-20 to 2019-11-24
2020,CH,Switzerland,No,Bicameral,Europe,Lower chamber,National Council,Parliamentary system,246,Bundesversammlung - Assemblée fédérale - Assemblea federale (Federal Assembly),4,Yes,from 1891,200,200,116,84,42,8320,Yes,10/20/19
2020,SY,Syrian Arab Republic,No,Unicameral,Middle East and North Africa,Lower chamber,People's Assembly,Transitional system,250,Majlis Al-Chaab (People's Assembly),4,Yes,"from 1945 to 1952
from 1954 to 1957
1962
from 1971",250,250,222,28,11.2,18735,No,7/19/20
2020,TJ,Tajikistan,No,Bicameral,Asia,Lower chamber,House of Representatives,Presidential system,96,Majlisi Oli (Supreme Council),5,Yes,from 1997,63,63,48,15,23.8,8549,No,3/1/20
2020,TJ,Tajikistan,No,Bicameral,Asia,Upper chamber,National Assembly,Presidential system,96,Majlisi Oli (Supreme Council),5,Yes,from 1997,33,31,24,7,22.6,8549,No,3/27/20
2020,TH,Thailand,No,Bicameral,Asia,Lower chamber,House of Representatives,Parliamentary system,750,Rathhasapha (National Assembly),4,Yes,"from 1950 to 1971
from 1973",500,489,412,77,15.7,68658,Yes,3/24/19
2020,TH,Thailand,No,Bicameral,Asia,Upper chamber,Senate,Parliamentary system,750,Rathhasapha (National Assembly),5,Yes,"from 1950 to 1971
from 1973",250,250,224,26,10.4,68658,Yes,5/14/19
2020,TL,Timor-Leste,No,Unicameral,Asia,Lower chamber,National Parliament,Parliamentary system,65,National Parliament,5,Yes,from 2008,65,65,40,25,38.5,1241,Yes,5/12/18
